M2,AMBIENTES,ANTIGUEDAD,BAÑOS,LATITUD,LONGITUD,COMUNA,DOLARES
42,2,1,1,-34.610457251106126,-58.44804084094797,COMUNA 06,106250
92,4,45,1,-34.59603448776744,-58.49953268246186,COMUNA 11,166000
98,3,60,1,-34.600904559729145,-58.392858914663954,COMUNA 03,250000
232,5,44,3,-34.56296357434801,-58.443771138459226,COMUNA 13,620000
35,2,10,1,-34.58989997243614,-58.44950371134389,COMUNA 15,52500
35,2,10,1,-34.58989997243614,-58.44950371134389,COMUNA 15,52500
35,2,10,1,-34.58989997243614,-58.44950371134389,COMUNA 15,52500
76,3,50,1,-34.604836350185465,-58.44292895036713,COMUNA 15,115000
76,4,50,1,-34.604836350185465,-58.44292895036713,COMUNA 15,115000
76,4,50,1,-34.604836350185465,-58.44292895036713,COMUNA 15,115000
60,2,7,1,-34.58272403988286,-58.43476243149883,COMUNA 14,245000
35,1,4,1,-34.58318902843813,-58.44440218060375,COMUNA 14,85000
35,1,4,1,-34.58318902843813,-58.44440218060375,COMUNA 14,105000
35,2,2,1,-34.58307402077982,-58.44483865285844,COMUNA 15,85000
72,3,10,2,-34.556896979256436,-58.47272752075156,COMUNA 12,195000
50,2,13,1,-34.62749526058124,-58.43089851319557,COMUNA 06,119000
43,2,56,1,-34.62192040562426,-58.508912215278656,COMUNA 10,77000
58,3,42,1,-34.61248926081127,-58.52730169542541,COMUNA 10,105000
57,3,50,1,-34.584592814251664,-58.419935954619426,COMUNA 14,163000
115,4,30,2,-34.58849061422616,-58.387996795596536,COMUNA 02,639000
119,5,30,4,-34.58306077191893,-58.414072834161004,COMUNA 14,350000
33,1,5,1,-34.6151796192619,-58.502722397012796,COMUNA 10,70000
45,2,1,1,-34.56728929296956,-58.45620008558093,COMUNA 13,128000
104,5,20,2,-34.60503267923206,-58.38202579722552,COMUNA 01,180000
73,3,5,1,-34.54287063151998,-58.47118495678392,COMUNA 13,209000
56,1,1,1,-34.575386968523134,-58.45259772579386,COMUNA 13,129500
35,2,20,1,-34.62428879354112,-58.40704815314784,COMUNA 03,69500
53,2,3,1,-34.57692777465201,-58.443649369494565,COMUNA 13,175000
83,4,15,2,-34.620924734763555,-58.41489897766093,COMUNA 05,225000
76,2,3,1,-34.64297113932825,-58.49377144898301,COMUNA 10,90000
88,2,20,1,-34.57919637015564,-58.41260689210514,COMUNA 14,185000
83,3,50,2,-34.58849061422616,-58.387996795596536,COMUNA 02,480000
68,2,20,1,-34.59297662243209,-58.378634034005906,COMUNA 01,165000
90,3,20,1,-34.584016791681805,-58.410759560458146,COMUNA 14,315000
88,2,20,1,-34.57919637015564,-58.41260689210514,COMUNA 14,185000
86,3,45,3,-34.57473280956656,-58.43145624357213,COMUNA 14,235000
94,3,40,2,-34.59419699727787,-58.41938096422104,COMUNA 14,265000
86,3,45,3,-34.57473280956656,-58.43145624357213,COMUNA 14,235000
91,3,20,1,-34.61563753544027,-58.4363710284562,COMUNA 06,193000
94,3,40,2,-34.59419699727787,-58.41938096422104,COMUNA 14,265000
68,2,5,1,-34.63410432095686,-58.52225929272498,COMUNA 09,138000
36,2,6,1,-34.57464253599903,-58.456679736631116,COMUNA 13,77000
75,3,20,2,-34.59310674719945,-58.413655674417775,COMUNA 14,199000
175,6,90,3,-34.613926334904015,-58.375983834704286,COMUNA 01,280000
71,3,10,1,-34.603013203058445,-58.495874201373425,COMUNA 11,135000
78,2,5,2,-34.58246980604317,-58.43272259735087,COMUNA 14,490000
66,3,20,1,-34.572852128849554,-58.499483206396455,COMUNA 12,130000
68,3,5,1,-34.619478109360706,-58.46827071748382,COMUNA 07,125000
46,2,9,1,-34.57874801387067,-58.431921932109155,COMUNA 14,125000
46,2,9,1,-34.57874801387067,-58.431921932109155,COMUNA 14,125000
50,3,20,1,-34.610138605791825,-58.421322073218256,COMUNA 05,102000
52,3,50,1,-34.59433722076772,-58.38997472364503,COMUNA 02,165000
270,5,30,2,-34.56710542576217,-58.4405617958441,COMUNA 14,630000
40,2,45,1,-34.60634931898529,-58.40208832058397,COMUNA 03,74000
161,5,40,4,-34.59161351558804,-58.401175575300805,COMUNA 02,400000
120,3,10,2,-34.580431210222514,-58.408545815506194,COMUNA 14,740000
40,2,35,1,-34.594515494537795,-58.42989354619704,COMUNA 15,92000
46,2,45,1,-34.627032123574104,-58.38273125915711,COMUNA 01,57000
40,2,30,1,-34.56610562276247,-58.4521646745517,COMUNA 13,109000
105,4,30,2,-34.57509323410632,-58.420593733350344,COMUNA 14,329000
105,3,30,2,-34.57509323410632,-58.420593733350344,COMUNA 14,329000
66,3,45,1,-34.61732451227274,-58.37430764414235,COMUNA 01,110000
188,5,20,3,-34.56829623797844,-58.44440230955636,COMUNA 14,550000
220,4,40,2,-34.610619614295075,-58.42756781909296,COMUNA 05,320000
96,3,30,3,-34.59160189040411,-58.39805570357451,COMUNA 02,260000
67,2,10,1,-34.58172946151855,-58.49910353981606,COMUNA 12,118000
179,5,20,2,-34.595943767761504,-58.393427839656894,COMUNA 02,520000
80,3,2,2,-34.62142025816427,-58.460447417907346,COMUNA 07,210000
232,5,44,3,-34.56296357434801,-58.443771138459226,COMUNA 13,620000
104,3,7,2,-34.569235331628235,-58.43160941225165,COMUNA 14,357000
115,4,5,2,-34.550348010039826,-58.477021246586844,COMUNA 12,378000
175,5,20,4,-34.587979106481825,-58.40645626438869,COMUNA 02,480000
35,2,70,1,-34.60553631821703,-58.389387672202425,COMUNA 01,79000
175,5,20,4,-34.58834052877473,-58.406947872248715,COMUNA 02,530000
65,3,10,1,-34.628331780314554,-58.47021159454264,COMUNA 07,120000
30,2,20,1,-34.57833024727881,-58.44845203917881,COMUNA 13,72000
49,2,1,1,-34.574065270861624,-58.47238004558233,COMUNA 12,164000
42,2,20,1,-34.627492061809576,-58.47530008969608,COMUNA 07,61900
100,4,2,2,-34.570586719432605,-58.479838387397,COMUNA 12,260000
170,5,25,2,-34.59825227708601,-58.49939008441322,COMUNA 11,442000
146,4,35,2,-34.577713245318236,-58.41243755058849,COMUNA 14,498000
42,2,17,1,-34.57417729164726,-58.43294562220061,COMUNA 14,130000
42,2,17,1,-34.57417729164726,-58.43294562220061,COMUNA 14,130000
42,2,17,1,-34.57417729164726,-58.43294562220061,COMUNA 14,130000
23,1,20,1,-34.573964298459536,-58.432312621329096,COMUNA 14,69000
88,4,25,1,-34.58007431697309,-58.44166403249137,COMUNA 13,245000
35,2,20,1,-34.580445138104075,-58.411939897682416,COMUNA 14,98000
60,3,30,1,-34.5545987624996,-58.45587348058292,COMUNA 13,138000
71,3,50,1,-34.63730103572085,-58.36129893017575,COMUNA 04,100000
45,2,20,1,-34.62116224785273,-58.43513158497777,COMUNA 06,85000
63,3,8,2,-34.57112167525481,-58.43490749207375,COMUNA 14,179000
259,5,50,3,-34.59294737758871,-58.380134782895134,COMUNA 01,585000
63,3,8,2,-34.57112167525481,-58.43490749207375,COMUNA 14,179000
75,3,20,1,-34.59486074133081,-58.40496149545083,COMUNA 02,155000
57,3,10,1,-34.58107372157475,-58.44032179767451,COMUNA 14,144700
42,2,20,1,-34.590326734903286,-58.4169716877221,COMUNA 14,115000
41,2,5,1,-34.58241595566815,-58.4055052432514,COMUNA 14,130000
120,4,20,2,-34.6220607552774,-58.44229173549303,COMUNA 06,178000
108,4,50,2,-34.604714047677696,-58.45239209522271,COMUNA 15,435000
119,4,20,2,-34.564111384985694,-58.45049325065276,COMUNA 13,295000
72,3,20,1,-34.59733837592005,-58.39594238656601,COMUNA 02,158000
160,4,35,2,-34.58355796594143,-58.40391868121677,COMUNA 02,444000
71,3,10,1,-34.55897711982184,-58.453763349070556,COMUNA 13,193000
160,4,20,3,-34.56440596488949,-58.43725119283553,COMUNA 14,425000
102,5,50,1,-34.593967712575676,-58.41422904924889,COMUNA 02,225000
26,2,45,1,-34.624980964474695,-58.45900736752683,COMUNA 07,59500
39,2,40,1,-34.58707697480098,-58.40106919297761,COMUNA 02,99000
150,4,20,2,-34.56833378676519,-58.451455373031436,COMUNA 13,280000
30,1,3,1,-34.58230026152296,-58.489800384431064,COMUNA 12,53000
53,3,45,1,-34.6133094891894,-58.40520758083638,COMUNA 03,130000
45,3,20,1,-34.586386354082926,-58.50216727484091,COMUNA 12,73000
63,3,20,1,-34.61368585193214,-58.44008294157745,COMUNA 06,107000
33,2,5,1,-34.604890040797116,-58.415762818085014,COMUNA 05,91000
35,1,1,1,-34.632545157300136,-58.37030354716899,COMUNA 04,78000
57,3,61,1,-34.59028008656933,-58.395751177579186,COMUNA 02,140000
43,2,8,1,-34.584089722923046,-58.46205574447262,COMUNA 15,90000
59,2,16,1,-34.576813443446184,-58.437876765608614,COMUNA 14,210000
53,2,25,1,-34.615594880333646,-58.41697264407317,COMUNA 05,105000
183,5,34,3,-34.5863301327353,-58.39512883809538,COMUNA 02,325000
57,3,50,1,-34.54925877605115,-58.460059256886026,COMUNA 13,130000
152,5,76,2,-34.612528825712644,-58.40683129317666,COMUNA 03,169900
73,3,35,1,-34.63053014213272,-58.518153947225606,COMUNA 10,132000
56,2,20,1,-34.591759506181525,-58.40044895990421,COMUNA 02,155000
74,3,10,1,-34.55534109776024,-58.456901414258795,COMUNA 13,258000
69,3,35,1,-34.540520745339855,-58.46759753511599,COMUNA 13,179000
47,2,3,1,-34.598986495071905,-58.417288262392596,COMUNA 05,146000
182,5,48,1,-34.581960702994834,-58.41269465923082,COMUNA 14,420000
176,5,50,2,-34.590162769608476,-58.38165415644189,COMUNA 01,580000
60,2,10,1,-34.64281923740345,-58.527388866630545,COMUNA 09,82900
115,3,20,2,-34.592716926719554,-58.40604504275177,COMUNA 02,275000
73,3,25,1,-34.59825227708601,-58.49939008441322,COMUNA 11,175200
161,5,30,2,-34.57767567120934,-58.412644226996996,COMUNA 14,530000
80,3,100,2,-34.59485995650695,-58.40119340012209,COMUNA 02,197000
120,4,50,2,-34.589238415613224,-58.39107267892812,COMUNA 02,460000
43,2,5,1,-34.59292421384613,-58.3784749039635,COMUNA 01,180000
24,2,20,1,-34.591835032335894,-58.39400775856296,COMUNA 02,55000
42,2,20,1,-34.60472786027107,-58.439954403661964,COMUNA 15,93000
73,3,25,1,-34.59825227708601,-58.49939008441322,COMUNA 11,175200
170,5,25,2,-34.59825227708601,-58.49939008441322,COMUNA 11,408000
42,2,1,1,-34.610457251106126,-58.44804084094797,COMUNA 06,106250
42,2,1,1,-34.610457251106126,-58.44804084094797,COMUNA 06,106250
37,2,1,1,-34.610457251106126,-58.44804084094797,COMUNA 06,93425
42,2,1,1,-34.610457251106126,-58.44804084094797,COMUNA 06,113751
42,2,1,1,-34.610457251106126,-58.44804084094797,COMUNA 06,113751
43,2,20,1,-34.57672625971127,-58.431576924214745,COMUNA 14,99000
60,3,10,1,-34.59252295272146,-58.41123438952157,COMUNA 02,199000
30,1,20,1,-34.609114781929755,-58.39920991785166,COMUNA 03,60000
200,5,40,2,-34.59137876197691,-58.409706338845474,COMUNA 02,560999
110,3,5,2,-34.57664578496486,-58.423678098452775,COMUNA 14,430000
78,3,15,1,-34.569225763396005,-58.455260914800526,COMUNA 13,215000
350,5,10,3,-34.576285963406804,-58.401501214224155,COMUNA 14,990000
118,3,4,1,-34.62158984847588,-58.42512074149378,COMUNA 05,185000
60,3,20,1,-34.551025368793084,-58.47068176966632,COMUNA 13,135000
70,3,3,1,-34.581078051866186,-58.449433041766184,COMUNA 13,220000
70,3,3,1,-34.581078051866186,-58.449433041766184,COMUNA 13,220000
70,3,3,1,-34.581078051866186,-58.449433041766184,COMUNA 13,220000
60,3,20,1,-34.6088104986904,-58.431517273713894,COMUNA 06,119000
86,3,45,2,-34.5863301327353,-58.39512883809538,COMUNA 02,205000
34,2,40,1,-34.60227664622586,-58.39706403178578,COMUNA 03,81500
34,2,40,1,-34.60227664622586,-58.39706403178578,COMUNA 03,81500
192,5,54,3,-34.562740669750774,-58.44357220002286,COMUNA 13,480000
115,4,35,2,-34.5577887829447,-58.451884317467254,COMUNA 13,350000
115,4,35,2,-34.5577887829447,-58.451884317467254,COMUNA 13,350000
37,1,5,1,-34.59216687615251,-58.427020725566,COMUNA 14,120000
110,5,50,2,-34.60903709629952,-58.45688137970459,COMUNA 06,195000
80,3,20,2,-34.553970827775856,-58.4594440656621,COMUNA 13,256000
53,2,40,1,-34.59495912353483,-58.39331787180485,COMUNA 02,168000
50,2,10,1,-34.60666327018293,-58.4428435852106,COMUNA 06,137000
53,2,40,1,-34.59495912353483,-58.39331787180485,COMUNA 02,168000
60,3,50,1,-34.59930025107652,-58.38536078081851,COMUNA 01,160000
32,2,40,1,-34.59553563632993,-58.38260255741636,COMUNA 01,85000
45,2,20,1,-34.55704048894557,-58.46128582054771,COMUNA 13,122000
93,4,45,2,-34.591712674377995,-58.41247663156528,COMUNA 14,250000
120,4,20,3,-34.59105653437181,-58.39290926255061,COMUNA 02,360000
120,4,20,3,-34.59105653437181,-58.39290926255061,COMUNA 02,360000
108,4,39,2,-34.61080174573123,-58.41435142514386,COMUNA 03,195000
90,2,20,1,-34.584016791681805,-58.410759560458146,COMUNA 14,297000
30,2,25,1,-34.589810812652246,-58.40616718038782,COMUNA 02,79000
30,2,25,1,-34.589810812652246,-58.40616718038782,COMUNA 02,79000
34,2,2,1,-34.567325583110645,-58.47266773798082,COMUNA 13,85000
34,2,2,1,-34.567325583110645,-58.47266773798082,COMUNA 13,85000
90,4,40,2,-34.573225011359646,-58.48237959376088,COMUNA 12,175000
120,5,30,3,-34.59531246696881,-58.404111470104645,COMUNA 02,330000
120,5,30,3,-34.59531246696881,-58.404111470104645,COMUNA 02,330000
65,4,30,1,-34.57012464863119,-58.46309747496636,COMUNA 13,180000
65,4,30,1,-34.57012464863119,-58.46309747496636,COMUNA 13,180000
37,2,4,1,-34.578619747568524,-58.43748234794792,COMUNA 14,120000
52,3,35,1,-34.56084188130937,-58.46175127306425,COMUNA 13,122000
52,3,35,1,-34.56084188130937,-58.46175127306425,COMUNA 13,122000
50,2,1,1,-34.56562637860374,-58.465099675775136,COMUNA 13,145000
38,2,20,1,-34.57194361505536,-58.45594366404478,COMUNA 13,95000
43,2,50,1,-34.56661641341986,-58.480550196702644,COMUNA 12,95000
43,2,50,1,-34.56661641341986,-58.480550196702644,COMUNA 12,95000
50,2,50,1,-34.58543689328011,-58.44359697488558,COMUNA 15,128000
66,3,35,1,-34.591928993183735,-58.40498146943031,COMUNA 02,188000
68,3,30,2,-34.577993679984274,-58.43517873646051,COMUNA 14,195000
68,3,30,2,-34.577993679984274,-58.43517873646051,COMUNA 14,195000
68,3,30,2,-34.577993679984274,-58.43517873646051,COMUNA 14,195000
66,3,35,1,-34.591928993183735,-58.40498146943031,COMUNA 02,198000
72,3,70,1,-34.59653139496061,-58.3797570860221,COMUNA 01,145000
80,3,20,1,-34.600932449430196,-58.404302591756746,COMUNA 03,149000
130,4,20,2,-34.56739867760969,-58.43477613019099,COMUNA 14,340000
78,4,20,1,-34.55618260569869,-58.478423667478,COMUNA 12,149000
22,2,30,1,-34.57473280956656,-58.43145624357213,COMUNA 14,73000
97,2,15,1,-34.57748291196675,-58.4286873801412,COMUNA 14,180000
97,2,15,1,-34.57748291196675,-58.4286873801412,COMUNA 14,180000
42,2,35,1,-34.586099803738165,-58.38744619977736,COMUNA 02,180000
77,4,5,2,-34.562034014650486,-58.46821195962866,COMUNA 12,240000
92,4,5,2,-34.562034014650486,-58.46821195962866,COMUNA 12,240000
92,4,5,2,-34.562034014650486,-58.46821195962866,COMUNA 12,240000
72,3,5,2,-34.58245143997333,-58.427302327401975,COMUNA 14,290000
90,3,40,1,-34.56472461836412,-58.441246033473156,COMUNA 14,240000
44,2,1,1,-34.55843031913793,-58.468085362657604,COMUNA 13,145000
28,2,40,1,-34.592911668782264,-58.37939027059753,COMUNA 01,69000
44,2,1,1,-34.55843031913793,-58.468085362657604,COMUNA 13,145000
44,2,1,1,-34.55843031913793,-58.468085362657604,COMUNA 13,145000
108,3,40,2,-34.562943047990515,-58.443619748304386,COMUNA 13,289000
101,4,45,2,-34.59921075384477,-58.402518638948266,COMUNA 03,206000
39,2,3,1,-34.609531704958464,-58.42465900090462,COMUNA 05,91000
27,1,45,1,-34.60142079557026,-58.437418821488286,COMUNA 15,70000
72,3,40,1,-34.594586661728265,-58.38571017734451,COMUNA 01,90000
35,2,40,1,-34.58543547394702,-58.42338581940719,COMUNA 14,97000
35,2,40,1,-34.58543547394702,-58.42338581940719,COMUNA 14,97000
50,2,40,1,-34.55064608829565,-58.45885727811101,COMUNA 13,109000
50,3,25,1,-34.57931849290345,-58.42911123279629,COMUNA 14,165000
45,2,5,1,-34.56375679636058,-58.43875679124493,COMUNA 14,140000
76,3,30,1,-34.556984693681905,-58.465247409298144,COMUNA 13,170000
76,3,30,1,-34.556984693681905,-58.465247409298144,COMUNA 13,170000
43,2,50,1,-34.56661641341986,-58.480550196702644,COMUNA 12,95000
43,2,50,1,-34.56661641341986,-58.480550196702644,COMUNA 12,95000
50,2,40,1,-34.55064608829565,-58.45885727811101,COMUNA 13,109000
77,3,20,2,-34.553970827775856,-58.4594440656621,COMUNA 13,230000
80,3,20,2,-34.553970827775856,-58.4594440656621,COMUNA 13,256000
80,3,20,2,-34.553970827775856,-58.4594440656621,COMUNA 13,256000
80,3,20,2,-34.553970827775856,-58.4594440656621,COMUNA 13,256000
58,3,48,1,-34.62381953919688,-58.444836247699826,COMUNA 06,135000
50,2,50,1,-34.56781398835108,-58.457096483326254,COMUNA 13,150000
90,4,40,2,-34.573225011359646,-58.48237959376088,COMUNA 12,175000
90,4,40,2,-34.573225011359646,-58.48237959376088,COMUNA 12,175000
102,2,25,1,-34.61076422874826,-58.413829916178685,COMUNA 03,99000
40,2,20,1,-34.5965217505816,-58.44253862507111,COMUNA 15,65000
103,3,10,2,-34.55330638926031,-58.46119038741623,COMUNA 13,275000
106,4,22,2,-34.589468623152115,-58.39486280855772,COMUNA 02,355000
106,4,22,2,-34.589468623152115,-58.39486280855772,COMUNA 02,355000
110,4,10,2,-34.62868865979831,-58.443115054626034,COMUNA 06,215000
151,3,35,2,-34.58239382719256,-58.4057193135067,COMUNA 14,620000
55,3,35,1,-34.62940297016412,-58.39817610217261,COMUNA 04,77000
48,2,5,1,-34.605991067026466,-58.42746765090345,COMUNA 05,120000
55,3,35,1,-34.62940297016412,-58.39817610217261,COMUNA 04,77000
103,4,10,3,-34.558997191913555,-58.4562721936193,COMUNA 13,495000
66,3,7,2,-34.6151796192619,-58.502722397012796,COMUNA 10,145000
86,4,45,2,-34.5863301327353,-58.39512883809538,COMUNA 02,205000
77,3,15,1,-34.655884684827015,-58.513224321334725,COMUNA 09,93000
85,3,35,1,-34.601122489552125,-58.432484418980856,COMUNA 15,157000
70,3,35,1,-34.649781171075546,-58.38136514693324,COMUNA 04,120000
666,10,50,4,-34.599801755812614,-58.3739469719244,COMUNA 01,750000
32,2,2,1,-34.62557738192729,-58.39607324757304,COMUNA 03,65000
22,2,20,1,-34.6036667816664,-58.37950884770574,COMUNA 01,45900
48,2,20,1,-34.594802920866016,-58.41362734500101,COMUNA 02,105000
89,4,40,2,-34.59182995421841,-58.403250187196676,COMUNA 02,245000
67,3,2,2,-34.6069459597768,-58.41712216468361,COMUNA 05,163000
68,4,19,1,-34.59744875754098,-58.49809195453204,COMUNA 11,135000
126,4,9,1,-34.557597706744076,-58.47409955001878,COMUNA 12,225000
38,2,40,1,-34.60177812223857,-58.40579866894021,COMUNA 03,76600
45,2,4,1,-34.59086528348166,-58.42506512805042,COMUNA 14,135000
39,2,30,1,-34.564560114356674,-58.467900679004785,COMUNA 13,92000
45,2,1,1,-34.56728929296956,-58.45620008558093,COMUNA 13,130000
45,2,1,1,-34.56728929296956,-58.45620008558093,COMUNA 13,130000
30,2,20,1,-34.56077499572292,-58.47008767584661,COMUNA 12,65000
140,6,50,2,-34.59899900602785,-58.378318519886676,COMUNA 01,290000
35,2,7,1,-34.60082999901681,-58.392547783033784,COMUNA 01,108000
35,2,7,1,-34.60082999901681,-58.392547783033784,COMUNA 01,108000
35,2,7,1,-34.60082999901681,-58.392547783033784,COMUNA 01,107000
69,3,3,2,-34.582576450259786,-58.451853243434115,COMUNA 15,239000
52,2,3,1,-34.56333578825504,-58.492522198361186,COMUNA 12,138500
35,2,7,1,-34.60082999901681,-58.392547783033784,COMUNA 01,108000
35,2,7,1,-34.60082999901681,-58.392547783033784,COMUNA 01,108000
35,2,7,1,-34.60082999901681,-58.392547783033784,COMUNA 01,108000
35,2,7,1,-34.60082999901681,-58.392547783033784,COMUNA 01,108000
35,2,7,1,-34.60082999901681,-58.392547783033784,COMUNA 01,108000
160,4,60,2,-34.54837433875628,-58.45325724173827,COMUNA 13,300000
58,2,15,2,-34.597232941235355,-58.39181049190945,COMUNA 02,190000
158,4,35,2,-34.577055887024066,-58.41399174496964,COMUNA 14,525000
25,2,20,1,-34.57005998649631,-58.43396712410244,COMUNA 14,68000
41,1,20,1,-34.639451413330114,-58.4051007442261,COMUNA 04,65000
35,2,20,1,-34.61871987680872,-58.44062800805965,COMUNA 06,80000
24,1,50,1,-34.57498872152423,-58.42058932394304,COMUNA 14,68000
70,3,10,2,-34.57112167525481,-58.43490749207375,COMUNA 14,255000
208,4,20,2,-34.583700665697805,-58.41823797742203,COMUNA 14,619000
208,4,20,2,-34.583700665697805,-58.41823797742203,COMUNA 14,619000
37,2,20,1,-34.621903078940555,-58.37561205363494,COMUNA 01,70000
54,1,5,1,-34.546685170207034,-58.47777874263747,COMUNA 12,105000
43,2,40,1,-34.59976039079291,-58.42999668384349,COMUNA 05,65000
56,3,10,1,-34.5692111072337,-58.453784232458965,COMUNA 13,170000
56,3,20,1,-34.60521512863385,-58.4274383872777,COMUNA 05,120000
30,1,20,1,-34.56267519580998,-58.456304108422344,COMUNA 13,65000
40,2,20,1,-34.61077383546602,-58.41026730989505,COMUNA 03,62000
68,3,20,1,-34.56376313952089,-58.45942808790692,COMUNA 13,180000
49,3,40,1,-34.626571349932235,-58.46828596152597,COMUNA 07,85000
45,2,15,1,-34.6185536666908,-58.37862052673784,COMUNA 01,85000
45,2,20,1,-34.58555840078596,-58.40600745944132,COMUNA 02,157000
120,4,6,1,-34.55505435211425,-58.454288124471894,COMUNA 13,345000
30,2,40,1,-34.59256442311165,-58.39883650488578,COMUNA 02,89000
43,2,15,1,-34.5457177338537,-58.47196487337462,COMUNA 12,99000
540,6,50,3,-34.63515399502912,-58.37515419901646,COMUNA 04,570000
120,4,4,2,-34.54744395409254,-58.458643798468884,COMUNA 13,340000
22,2,50,1,-34.6143777311343,-58.399175093780926,COMUNA 03,36000
60,3,10,3,-34.61405637015302,-58.475542358776885,COMUNA 11,162000
54,2,1,1,-34.584247735572376,-58.46622004036852,COMUNA 15,120000
54,2,1,1,-34.584247735572376,-58.46622004036852,COMUNA 15,120000
38,2,20,1,-34.59862266010094,-58.48543460359919,COMUNA 11,69500
66,2,1,1,-34.584247735572376,-58.46622004036852,COMUNA 15,129000
54,2,1,1,-34.584247735572376,-58.46622004036852,COMUNA 15,120000
45,2,20,1,-34.62635435715236,-58.471266601481155,COMUNA 07,59000
28,1,50,1,-34.59073076499162,-58.397335778909685,COMUNA 02,79000
41,2,20,1,-34.58967972142528,-58.41744956391546,COMUNA 14,98000
31,1,10,1,-34.57146501615029,-58.45428734207634,COMUNA 13,69000
38,2,20,1,-34.5979414567881,-58.416067276678646,COMUNA 05,86000
44,2,70,1,-34.597935101370055,-58.381399690586726,COMUNA 01,117000
65,3,5,1,-34.60879641595016,-58.427785246331176,COMUNA 05,175000
23,1,50,1,-34.60009781845497,-58.37810054338538,COMUNA 01,50500
60,3,20,1,-34.577088661991446,-58.4867877159472,COMUNA 12,123000
100,4,5,2,-34.62893407026868,-58.45396219244265,COMUNA 07,249000
75,3,20,1,-34.619870013154376,-58.431141028983525,COMUNA 06,165000
63,3,15,1,-34.543426378449865,-58.461263281070785,COMUNA 13,195000
41,2,30,1,-34.60943747766155,-58.39472063168964,COMUNA 03,94000
41,2,30,1,-34.60943747766155,-58.39472063168964,COMUNA 03,94000
36,2,20,1,-34.591928993183735,-58.40498146943031,COMUNA 02,90000
42,2,10,1,-34.59737846229273,-58.430819845236044,COMUNA 15,115000
47,3,30,1,-34.590113473118514,-58.39408340875617,COMUNA 02,120000
70,3,10,1,-34.63117286461929,-58.47096872356492,COMUNA 07,90000
42,2,10,1,-34.59737846229273,-58.430819845236044,COMUNA 15,115000
63,3,35,1,-34.615310895090865,-58.409559182643186,COMUNA 03,110000
63,3,35,1,-34.615310895090865,-58.409559182643186,COMUNA 03,110000
47,2,3,1,-34.598986495071905,-58.417288262392596,COMUNA 05,146000
48,2,35,1,-34.56935299610732,-58.43336227066404,COMUNA 14,129000
350,5,20,3,-34.576285963406804,-58.401501214224155,COMUNA 14,1180000
44,2,45,1,-34.60119534123786,-58.40770567875568,COMUNA 03,94000
620,10,50,6,-34.59627232323628,-58.37530884184815,COMUNA 01,830000
103,4,20,2,-34.56852020639795,-58.4563757864054,COMUNA 13,260000
103,4,20,2,-34.56852020639795,-58.4563757864054,COMUNA 13,260000
38,2,5,1,-34.58579468453535,-58.43827121926729,COMUNA 14,129000
128,4,20,2,-34.55507327235064,-58.43764029456202,COMUNA 13,399000
39,1,1,1,-34.58848867004427,-58.40277902317968,COMUNA 02,136500
150,5,30,4,-34.583497874962845,-58.40632074382677,COMUNA 14,398000
150,5,30,4,-34.583497874962845,-58.40632074382677,COMUNA 14,398000
150,5,30,4,-34.583497874962845,-58.40632074382677,COMUNA 14,398000
196,4,60,2,-34.637067415371064,-58.37478224561103,COMUNA 04,395000
47,2,41,1,-34.597389467812675,-58.39614257857525,COMUNA 02,120000
37,2,30,1,-34.59091185911913,-58.41897112758875,COMUNA 14,78000
41,2,20,1,-34.619722857378946,-58.39981216958722,COMUNA 03,60000
128,5,44,2,-34.58995902686017,-58.40084933791989,COMUNA 02,310000
128,5,44,2,-34.58995902686017,-58.40084933791989,COMUNA 02,330000
38,1,5,1,-34.641682495243586,-58.5143648665994,COMUNA 09,68000
89,4,40,2,-34.59182995421841,-58.403250187196676,COMUNA 02,245000
129,4,20,3,-34.554196355110214,-58.44999987483132,COMUNA 13,385000
42,2,50,1,-34.609389850905394,-58.41458571296775,COMUNA 05,82000
30,1,20,1,-34.60122061434284,-58.3777135905348,COMUNA 01,61500
67,3,7,1,-34.595830569599215,-58.5198229019115,COMUNA 11,165000
71,3,41,2,-34.62038715327844,-58.43512207286655,COMUNA 06,140000
128,5,40,2,-34.58995902686017,-58.40084933791989,COMUNA 02,310000
52,2,10,1,-34.57000367563962,-58.43116646004867,COMUNA 14,165000
125,4,56,1,-34.593288106084806,-58.39173283409022,COMUNA 02,350000
62,2,5,1,-34.631043821494146,-58.376768938747595,COMUNA 04,186000
118,3,5,3,-34.631043821494146,-58.376768938747595,COMUNA 04,340000
208,7,96,2,-34.60740933940258,-58.42150256514739,COMUNA 05,278000
48,2,47,1,-34.61310349720039,-58.441526102334976,COMUNA 06,80000
41,1,1,1,-34.5971099310041,-58.44752450770526,COMUNA 15,73800
170,4,5,3,-34.56179942623591,-58.44421188732735,COMUNA 13,419000
50,2,46,1,-34.591053803553805,-58.40605057209801,COMUNA 02,145000
41,1,1,1,-34.5971099310041,-58.44752450770526,COMUNA 15,73800
45,2,7,1,-34.63944786414723,-58.43244824082527,COMUNA 07,67000
41,1,1,1,-34.5971099310041,-58.44752450770526,COMUNA 15,73800
45,1,4,1,-34.556984693681905,-58.465247409298144,COMUNA 13,110000
220,4,10,3,-34.62710557293657,-58.46979456081989,COMUNA 07,350000
30,2,20,1,-34.60061554796796,-58.38659514042738,COMUNA 01,59000
