M2,AMBIENTES,ANTIGUEDAD,BAÑOS,LATITUD,LONGITUD,COMUNA,DOLARES
48,2,20,1,-34.6054653398365,-58.453521087559224,COMUNA 15,90000
176,5,10,2,-34.58147439359093,-58.44187961782527,COMUNA 14,470000
59,2,5,1,-34.588696496470234,-58.503959188613244,COMUNA 12,127000
140,2,20,1,-34.625990720238484,-58.47008711897949,COMUNA 07,80000
45,3,50,1,-34.59101713461902,-58.402539010238826,COMUNA 02,125000
260,5,30,4,-34.56305427515129,-58.44869753062694,COMUNA 13,850000
122,4,20,2,-34.591928993183735,-58.40498146943031,COMUNA 02,318000
161,4,35,4,-34.56302620352062,-58.4398389353634,COMUNA 14,420000
260,5,20,2,-34.62070719274355,-58.42900104867925,COMUNA 06,400000
260,5,20,2,-34.62082750301972,-58.429306921193714,COMUNA 06,400000
260,5,20,2,-34.62082750301972,-58.429306921193714,COMUNA 06,400000
260,5,20,2,-34.62082750301972,-58.429306921193714,COMUNA 06,400000
61,3,5,2,-34.61460202984712,-58.40287068456626,COMUNA 03,173000
35,1,2,1,-34.584341810251864,-58.44288277911117,COMUNA 14,92800
44,2,36,1,-34.57246642068982,-58.44272065324255,COMUNA 13,125000
82,4,14,2,-34.616037116075226,-58.439081871725385,COMUNA 06,198000
46,1,1,1,-34.632545157300136,-58.37030354716899,COMUNA 04,97000
120,5,41,2,-34.62779737417969,-58.490180154730815,COMUNA 10,159000
56,2,35,1,-34.597389467812675,-58.39614257857525,COMUNA 02,154500
73,3,9,2,-34.600433614970015,-58.42364538535802,COMUNA 05,160000
33,2,1,1,-34.60096548665247,-58.39552124084315,COMUNA 03,79000
47,2,1,1,-34.59664478091749,-58.418805014530705,COMUNA 14,140000
84,4,40,2,-34.59803575341458,-58.41315777114228,COMUNA 05,187000
68,3,42,2,-34.604153470252946,-58.4116304944073,COMUNA 03,140000
33,2,5,1,-34.604890040797116,-58.415762818085014,COMUNA 05,91000
53,3,30,1,-34.604096723168034,-58.41458446491726,COMUNA 05,125000
47,2,1,1,-34.59664478091749,-58.418805014530705,COMUNA 14,140000
80,4,12,2,-34.60331627576958,-58.41305890098404,COMUNA 05,178000
68,3,8,1,-34.573096056023616,-58.47761520801508,COMUNA 12,176000
68,3,42,2,-34.604153470252946,-58.4116304944073,COMUNA 03,140000
47,2,1,1,-34.59664478091749,-58.418805014530705,COMUNA 14,140000
33,2,1,1,-34.60096548665247,-58.39552124084315,COMUNA 03,79000
33,2,1,1,-34.60096548665247,-58.39552124084315,COMUNA 03,79000
55,2,7,1,-34.59895347525456,-58.41759326681629,COMUNA 05,110000
82,3,50,2,-34.602793327817466,-58.4257058861156,COMUNA 05,155000
57,3,25,1,-34.595770841775305,-58.409495463788346,COMUNA 02,150000
38,2,1,1,-34.57782085217941,-58.4311003967854,COMUNA 14,105000
44,2,1,1,-34.55460714327178,-58.439298060022466,COMUNA 13,133000
58,2,5,1,-34.57463885414322,-58.48251567155366,COMUNA 12,135000
54,3,20,1,-34.637174963002465,-58.52511984259539,COMUNA 09,65000
15,2,20,1,-34.55782004534564,-58.47764750961329,COMUNA 12,35000
56,3,10,1,-34.62314767254668,-58.510214004579886,COMUNA 10,140000
43,2,5,1,-34.55451704272584,-58.46638467688346,COMUNA 13,135000
67,3,20,1,-34.60383191720814,-58.455029535097395,COMUNA 15,99000
84,4,40,2,-34.59803575341458,-58.41315777114228,COMUNA 05,187000
33,2,5,1,-34.604890040797116,-58.415762818085014,COMUNA 05,91000
37,2,25,1,-34.60674533937928,-58.476179515615655,COMUNA 11,68000
67,3,10,1,-34.62941412103121,-58.45210225601854,COMUNA 06,155000
58,2,10,1,-34.56962212247363,-58.49528510052448,COMUNA 12,120000
52,2,5,1,-34.572190004406174,-58.48247739734001,COMUNA 12,117000
59,3,50,1,-34.620354924594864,-58.441485817892605,COMUNA 06,119000
70,3,6,2,-34.59937797206151,-58.41219909695632,COMUNA 05,250000
84,4,40,2,-34.59803575341458,-58.41315777114228,COMUNA 05,187000
72,3,50,1,-34.600205288827404,-58.378248924046574,COMUNA 01,161000
47,2,3,1,-34.598986495071905,-58.417288262392596,COMUNA 05,146000
47,2,1,1,-34.59664478091749,-58.418805014530705,COMUNA 14,140000
47,2,3,1,-34.598986495071905,-58.417288262392596,COMUNA 05,146000
56,2,10,1,-34.56935299610732,-58.43336227066404,COMUNA 14,235000
133,2,5,1,-34.604882753164354,-58.3644274873096,COMUNA 01,670000
78,4,5,1,-34.62902690531213,-58.44633052778284,COMUNA 06,255000
40,2,45,1,-34.60634931898529,-58.40208832058397,COMUNA 03,74000
161,5,40,4,-34.59161351558804,-58.401175575300805,COMUNA 02,400000
120,3,10,2,-34.580431210222514,-58.408545815506194,COMUNA 14,740000
40,2,35,1,-34.594515494537795,-58.42989354619704,COMUNA 15,92000
46,2,45,1,-34.627032123574104,-58.38273125915711,COMUNA 01,57000
40,2,30,1,-34.56610562276247,-58.4521646745517,COMUNA 13,109000
66,3,45,1,-34.61732451227274,-58.37430764414235,COMUNA 01,110000
220,4,40,2,-34.610619614295075,-58.42756781909296,COMUNA 05,320000
67,2,10,1,-34.58172946151855,-58.49910353981606,COMUNA 12,118000
80,3,2,2,-34.62142025816427,-58.460447417907346,COMUNA 07,210000
43,2,20,1,-34.64109428971283,-58.50324576836692,COMUNA 10,75000
49,2,40,1,-34.5872873420469,-58.40755328500443,COMUNA 02,155000
80,3,40,3,-34.58729043058462,-58.405428822574294,COMUNA 02,280000
89,4,40,2,-34.59182995421841,-58.403250187196676,COMUNA 02,245000
250,5,50,2,-34.63036400526262,-58.3767868703022,COMUNA 04,395000
165,2,20,2,-34.57691317621615,-58.41080424712914,COMUNA 14,750000
73,3,20,2,-34.597926245476195,-58.48730158361896,COMUNA 11,129000
165,2,20,2,-34.57691317621615,-58.41080424712914,COMUNA 14,750000
165,2,20,2,-34.57691317621615,-58.41080424712914,COMUNA 14,750000
36,1,2,1,-34.60320823115326,-58.435434565871105,COMUNA 15,88000
23,1,20,1,-34.610933507096604,-58.40023564024915,COMUNA 03,52000
110,3,30,1,-34.63165329220109,-58.37263395333642,COMUNA 04,255000
23,1,20,1,-34.610933507096604,-58.40023564024915,COMUNA 03,52000
55,2,10,1,-34.55289729704819,-58.450840441436796,COMUNA 13,180000
61,3,5,2,-34.58683039891964,-58.50176490490014,COMUNA 12,145000
54,2,20,1,-34.61123353576767,-58.413030972272736,COMUNA 03,110000
59,3,20,1,-34.552358888852,-58.46722894326878,COMUNA 13,149000
62,3,33,1,-34.61452389717723,-58.40484408802885,COMUNA 03,99000
27,2,5,1,-34.64306445215084,-58.42581916929495,COMUNA 04,45900
35,2,28,1,-34.6143777311343,-58.399175093780926,COMUNA 03,82000
88,4,20,2,-34.55015161752366,-58.47013613571929,COMUNA 13,165000
48,2,30,1,-34.6343667660766,-58.47226394408384,COMUNA 07,78000
49,2,3,1,-34.627232744090264,-58.437062006274616,COMUNA 06,134000
117,3,10,2,-34.62031443759582,-58.365451445376934,COMUNA 01,520000
30,1,2,1,-34.56728929296956,-58.45620008558093,COMUNA 13,85000
126,4,30,3,-34.600947755552724,-58.40462607292323,COMUNA 03,229000
133,4,50,3,-34.6283239534228,-58.3856482727985,COMUNA 01,135000
53,3,30,1,-34.604096723168034,-58.41458446491726,COMUNA 05,123000
53,3,30,1,-34.604096723168034,-58.41458446491726,COMUNA 05,121000
43,2,10,1,-34.569075404382104,-58.486549568384724,COMUNA 12,85000
92,3,5,1,-34.60084832345047,-58.39146668463541,COMUNA 01,230000
108,4,5,2,-34.62157678078777,-58.423597871094245,COMUNA 05,247000
78,4,20,1,-34.56713111183796,-58.46299115420662,COMUNA 13,182800
42,2,20,1,-34.628459810559676,-58.39844270928352,COMUNA 04,71000
67,3,20,1,-34.578879711324944,-58.43389369884137,COMUNA 14,148000
77,3,5,1,-34.581078051866186,-58.449433041766184,COMUNA 13,233000
80,3,10,1,-34.584955113513516,-58.426279752247964,COMUNA 14,205000
55,2,20,1,-34.61830868353575,-58.393096956871354,COMUNA 03,105000
466,4,43,2,-34.56472461836412,-58.441246033473156,COMUNA 14,657000
24,2,50,1,-34.60483366335077,-58.378045583295965,COMUNA 01,48000
212,3,25,3,-34.575779836946964,-58.41970201158457,COMUNA 14,750000
75,3,35,2,-34.540520745339855,-58.46759753511599,COMUNA 13,176000
23,1,20,1,-34.58798034234555,-58.38362363010912,COMUNA 01,77000
35,2,36,1,-34.60674533937928,-58.476179515615655,COMUNA 11,69000
101,3,8,2,-34.57940834854834,-58.48181363612503,COMUNA 12,240000
160,5,33,3,-34.61719612794269,-58.4337785916462,COMUNA 06,375000
55,2,7,1,-34.59895347525456,-58.41759326681629,COMUNA 05,110000
55,3,20,1,-34.59486074133081,-58.40496149545083,COMUNA 02,129000
30,2,20,1,-34.597823606637995,-58.401964388590606,COMUNA 02,66000
30,2,20,1,-34.597823606637995,-58.401964388590606,COMUNA 02,66000
30,2,20,1,-34.611594171271484,-58.39473341408203,COMUNA 03,60000
145,4,5,2,-34.57446724150594,-58.43948296308317,COMUNA 14,510000
42,2,5,1,-34.56922369669134,-58.48903495122226,COMUNA 12,123000
148,4,50,2,-34.55962476235721,-58.45186152867047,COMUNA 13,398000
34,2,20,1,-34.58636598507859,-58.41808250145535,COMUNA 14,79900
58,3,20,1,-34.595451030800525,-58.4065987723537,COMUNA 02,125000
75,3,10,1,-34.60319184329385,-58.42158357388772,COMUNA 05,170000
55,2,5,1,-34.5942869185415,-58.430215643872025,COMUNA 15,122000
75,3,10,1,-34.60319184329385,-58.42158357388772,COMUNA 05,170000
75,3,10,1,-34.60319184329385,-58.42158357388772,COMUNA 05,170000
30,2,20,1,-34.611594171271484,-58.39473341408203,COMUNA 03,60000
30,1,20,1,-34.59815311922996,-58.40810449610821,COMUNA 03,59900
40,3,50,1,-34.58950989111675,-58.41569107801235,COMUNA 14,130000
47,2,3,1,-34.598986495071905,-58.417288262392596,COMUNA 05,146000
47,2,1,1,-34.59664478091749,-58.418805014530705,COMUNA 14,140000
69,4,20,1,-34.63629228230152,-58.374920721566504,COMUNA 04,130000
309,4,100,2,-34.61583014999857,-58.371699252897784,COMUNA 01,460000
25,1,20,1,-34.598811520895794,-58.386866294352295,COMUNA 01,80000
60,3,50,1,-34.58950989111675,-58.41569107801235,COMUNA 14,160000
210,6,55,3,-34.58418142534786,-58.393854191512965,COMUNA 02,580000
70,3,5,2,-34.586037983843696,-58.412805601045115,COMUNA 14,235000
76,4,20,2,-34.57019182420456,-58.487034293113744,COMUNA 12,185000
103,4,20,2,-34.56852020639795,-58.4563757864054,COMUNA 13,260000
80,3,20,1,-34.61230658670629,-58.43314220449819,COMUNA 06,140000
115,4,20,1,-34.62204674214941,-58.44545945854741,COMUNA 06,250000
68,3,20,1,-34.59898359005038,-58.43978183050179,COMUNA 15,145000
40,2,5,1,-34.584071077086485,-58.4254094387604,COMUNA 14,105000
53,3,30,1,-34.604096723168034,-58.41458446491726,COMUNA 05,121000
53,3,30,1,-34.604096723168034,-58.41458446491726,COMUNA 05,121000
68,3,42,2,-34.604153470252946,-58.4116304944073,COMUNA 03,140000
62,2,1,1,-34.554063441902535,-58.45492571866368,COMUNA 13,126000
83,3,20,1,-34.63335604673182,-58.44912279155466,COMUNA 07,120000
55,2,5,1,-34.590439450913514,-58.41114258696309,COMUNA 02,320000
92,3,20,1,-34.603185679048494,-58.449069917617244,COMUNA 15,149000
26,1,20,1,-34.59572443460763,-58.49767099327771,COMUNA 15,64000
54,3,50,1,-34.61250084860383,-58.41771773928425,COMUNA 05,85000
36,1,2,1,-34.60320823115326,-58.435434565871105,COMUNA 15,89500
82,3,20,1,-34.603185679048494,-58.449069917617244,COMUNA 15,145000
40,3,50,1,-34.61011465649557,-58.388895871691325,COMUNA 01,44900
173,8,20,2,-34.603185679048494,-58.449069917617244,COMUNA 15,285000
68,2,10,1,-34.63676903016401,-58.37222755206539,COMUNA 04,125000
42,2,50,1,-34.6196703839108,-58.37580765848397,COMUNA 01,68000
51,2,20,1,-34.59533488958344,-58.436175206885,COMUNA 15,87000
150,4,5,3,-34.62608490676012,-58.43651722420408,COMUNA 06,535000
55,2,2,2,-34.57777424491495,-58.424299991280435,COMUNA 14,280000
34,1,2,1,-34.58297919277409,-58.4963934409844,COMUNA 12,75000
94,3,5,2,-34.5577887829447,-58.451884317467254,COMUNA 13,400000
70,3,20,1,-34.56450717418688,-58.465752639223204,COMUNA 13,159000
77,3,5,2,-34.60244530220485,-58.46113316168625,COMUNA 15,132500
94,3,20,2,-34.59694118175963,-58.384064761718435,COMUNA 01,230000
242,5,20,4,-34.581960702994834,-58.41269465923082,COMUNA 14,640000
108,2,20,1,-34.588056977775224,-58.404180236320364,COMUNA 02,128000
115,4,50,1,-34.592146852021806,-58.39722197327,COMUNA 02,250000
115,4,50,1,-34.592146852021806,-58.39722197327,COMUNA 02,250000
115,4,50,1,-34.592146852021806,-58.39722197327,COMUNA 02,250000
33,1,2,1,-34.58297919277409,-58.4963934409844,COMUNA 12,80000
70,3,12,2,-34.60331627576958,-58.41305890098404,COMUNA 05,158000
38,2,45,1,-34.57305763672074,-58.45686209353391,COMUNA 13,98000
181,5,54,3,-34.562740669750774,-58.44357220002286,COMUNA 13,480000
126,4,35,1,-34.57547624186649,-58.43830988648055,COMUNA 14,290000
100,3,50,2,-34.565129231605155,-58.46417021909824,COMUNA 13,280000
37,2,5,1,-34.60411224936295,-58.414430766799924,COMUNA 05,125000
287,5,42,2,-34.568151064730436,-58.45168099469128,COMUNA 13,445000
100,4,40,1,-34.56461327730188,-58.43730145298304,COMUNA 14,280000
100,4,40,1,-34.56461327730188,-58.43730145298304,COMUNA 14,280000
100,3,50,2,-34.565129231605155,-58.46417021909824,COMUNA 13,280000
170,4,20,4,-34.58161406776759,-58.40358079700089,COMUNA 14,630000
53,3,30,1,-34.604096723168034,-58.41458446491726,COMUNA 05,121000
45,2,20,1,-34.59111953068241,-58.39463630455875,COMUNA 02,139000
210,4,10,3,-34.62079304095687,-58.43106265912258,COMUNA 06,620000
50,2,5,1,-34.567801573304905,-58.49186946306345,COMUNA 12,145000
165,2,20,2,-34.57691317621615,-58.41080424712914,COMUNA 14,750000
165,2,20,2,-34.57691317621615,-58.41080424712914,COMUNA 14,750000
40,2,20,1,-34.622384218649024,-58.40911110330886,COMUNA 03,71000
49,2,20,1,-34.628316606453936,-58.47860472676694,COMUNA 10,72000
50,2,20,1,-34.5645901610395,-58.458524207913605,COMUNA 13,118000
72,3,55,2,-34.59453420238349,-58.397222966481294,COMUNA 02,180000
88,4,20,2,-34.55015161752366,-58.47013613571929,COMUNA 13,165000
71,4,20,1,-34.61597856682114,-58.44324863885642,COMUNA 06,129000
43,2,20,1,-34.59736114177464,-58.394809853630896,COMUNA 02,110000
117,3,10,2,-34.62031443759582,-58.365451445376934,COMUNA 01,520000
62,3,50,1,-34.59653139496061,-58.3797570860221,COMUNA 01,155000
134,4,20,2,-34.616690193632444,-58.43587241282106,COMUNA 06,289000
48,2,20,1,-34.59678053864763,-58.38150673081358,COMUNA 01,125000
219,6,2,3,-34.5756095852741,-58.4222151114389,COMUNA 14,1350000
45,3,30,1,-34.64137879351505,-58.372764160936214,COMUNA 04,85000
46,2,11,1,-34.54957103882533,-58.46917737337672,COMUNA 13,125000
22,1,20,1,-34.589290073455984,-58.39091435098016,COMUNA 02,73000
65,3,20,1,-34.60227664622586,-58.39706403178578,COMUNA 03,140000
40,2,80,1,-34.63206628610561,-58.355897989532174,COMUNA 04,32000
51,2,50,1,-34.58931668758941,-58.40202124593089,COMUNA 02,129800
34,2,20,1,-34.61728714269986,-58.467788421480776,COMUNA 07,59000
40,2,25,1,-34.59449282064597,-58.498890888765104,COMUNA 15,95000
136,3,50,2,-34.591488490763,-58.386015212139775,COMUNA 01,520000
70,3,110,1,-34.61150487454707,-58.393261469121846,COMUNA 03,153000
60,2,5,1,-34.57846727502173,-58.44012751353114,COMUNA 13,197000
40,2,20,1,-34.56150727442953,-58.46271902470094,COMUNA 13,80000
40,2,20,1,-34.59449282064597,-58.498890888765104,COMUNA 15,95000
40,2,20,1,-34.59449282064597,-58.498890888765104,COMUNA 15,95000
60,3,20,1,-34.58083199070106,-58.39807910408782,COMUNA 02,260000
70,3,6,2,-34.59937797206151,-58.41219909695632,COMUNA 05,250000
53,3,30,1,-34.604096723168034,-58.41458446491726,COMUNA 05,121000
80,4,12,2,-34.60331627576958,-58.41305890098404,COMUNA 05,178000
47,2,3,1,-34.598986495071905,-58.417288262392596,COMUNA 05,146000
47,2,3,1,-34.598986495071905,-58.417288262392596,COMUNA 05,146000
38,2,20,1,-34.60730522158225,-58.40598199299639,COMUNA 03,49000
65,3,20,1,-34.57835130912229,-58.43170808282653,COMUNA 14,150000
76,4,30,1,-34.608192491559016,-58.51107807617121,COMUNA 11,165000
65,3,1,1,-34.61741520963687,-58.445656808764504,COMUNA 06,138000
45,2,1,1,-34.58703498976337,-58.4501384188939,COMUNA 15,78000
40,2,1,1,-34.586722846331185,-58.50490314181445,COMUNA 12,75000
95,5,40,2,-34.63108266446619,-58.48761683983138,COMUNA 10,160000
220,4,40,2,-34.610619614295075,-58.42756781909296,COMUNA 05,320000
66,3,45,1,-34.61732451227274,-58.37430764414235,COMUNA 01,110000
40,2,30,1,-34.56610562276247,-58.4521646745517,COMUNA 13,109000
40,2,35,1,-34.594515494537795,-58.42989354619704,COMUNA 15,92000
120,3,10,2,-34.580431210222514,-58.408545815506194,COMUNA 14,740000
161,5,40,4,-34.59161351558804,-58.401175575300805,COMUNA 02,400000
40,2,45,1,-34.60634931898529,-58.40208832058397,COMUNA 03,74000
50,2,10,1,-34.60670675341941,-58.44371564894482,COMUNA 15,145000
63,3,20,1,-34.58244729331071,-58.404651866822434,COMUNA 14,215000
81,3,50,2,-34.6133336137189,-58.425463129634416,COMUNA 05,195000
42,2,50,1,-34.60767596465964,-58.421384297496516,COMUNA 05,82000
42,2,50,1,-34.61176118986553,-58.43895181938193,COMUNA 06,89000
63,3,20,1,-34.58244729331071,-58.404651866822434,COMUNA 14,215000
77,3,60,1,-34.61689145600164,-58.3913802399584,COMUNA 01,120000
70,2,4,1,-34.59852395928714,-58.49728368019,COMUNA 11,125000
35,2,39,1,-34.61648075232831,-58.443177388037434,COMUNA 06,61000
82,2,2,1,-34.62126443484909,-58.361452461699635,COMUNA 01,425000
120,3,50,1,-34.59019601773314,-58.389801629216564,COMUNA 02,450000
69,3,50,1,-34.61321899654276,-58.42479776844905,COMUNA 05,130000
60,1,10,1,-34.54447463939536,-58.46945755267517,COMUNA 13,148000
89,4,45,3,-34.55738586478773,-58.462016605129826,COMUNA 13,160000
37,2,20,1,-34.59091185911913,-58.41897112758875,COMUNA 14,78000
29,2,50,1,-34.628649562105196,-58.3616038596041,COMUNA 04,65000
78,4,20,1,-34.638561811416785,-58.51166360569602,COMUNA 09,134000
75,3,35,2,-34.58952850848649,-58.40950812366778,COMUNA 02,189000
30,1,35,1,-34.57955072712594,-58.430897549992466,COMUNA 14,75000
45,2,50,1,-34.61150487454707,-58.393261469121846,COMUNA 03,78000
45,2,50,1,-34.61150487454707,-58.393261469121846,COMUNA 03,78000
100,3,50,2,-34.59175586301509,-58.39003653181981,COMUNA 02,280000
100,3,50,2,-34.59175586301509,-58.39003653181981,COMUNA 02,280000
100,3,50,2,-34.59175586301509,-58.39003653181981,COMUNA 02,310000
100,3,50,2,-34.59175586301509,-58.39003653181981,COMUNA 02,310000
138,5,37,2,-34.56300764278542,-58.451521811489116,COMUNA 13,460000
64,3,40,1,-34.582143046009534,-58.47535283542983,COMUNA 15,120000
93,4,30,2,-34.57593515927063,-58.46461276870041,COMUNA 15,240000
55,2,5,1,-34.568205315650864,-58.478020259948394,COMUNA 12,132000
127,4,16,3,-34.55892278404753,-58.464756711457355,COMUNA 13,340000
80,3,5,2,-34.565943562247426,-58.44883086196232,COMUNA 13,255000
80,3,5,2,-34.565943562247426,-58.44883086196232,COMUNA 13,280000
103,4,5,1,-34.56190416401949,-58.47473090814475,COMUNA 12,260000
114,3,60,1,-34.590023949295905,-58.39011070202907,COMUNA 02,338000
101,3,20,1,-34.56472461836412,-58.441246033473156,COMUNA 14,245000
62,3,41,1,-34.60587838900164,-58.394988481536224,COMUNA 03,115000
126,5,50,2,-34.59260584388526,-58.40140597750043,COMUNA 02,315000
46,2,50,1,-34.58230627472515,-58.505856861916406,COMUNA 12,68000
26,1,40,1,-34.62244367186921,-58.38538807650694,COMUNA 01,53000
70,3,12,2,-34.60331627576958,-58.41305890098404,COMUNA 05,158000
70,3,12,2,-34.60331627576958,-58.41305890098404,COMUNA 05,158000
42,1,5,1,-34.567262804628804,-58.43474099501836,COMUNA 14,149000
62,3,100,1,-34.610765121731,-58.411685274304546,COMUNA 03,120000
80,4,12,2,-34.60331627576958,-58.41305890098404,COMUNA 05,178000
53,3,30,1,-34.604096723168034,-58.41458446491726,COMUNA 05,121000
35,1,38,1,-34.56189760998315,-58.461039357473275,COMUNA 13,73000
64,3,46,1,-34.63317004805639,-58.478709135511224,COMUNA 10,98000
52,2,10,1,-34.575945457577106,-58.42133061647485,COMUNA 14,235000
63,3,30,1,-34.59803575341458,-58.41315777114228,COMUNA 05,150000
54,2,40,1,-34.596911745593864,-58.385291420808535,COMUNA 01,175000
50,3,25,1,-34.609668604635644,-58.41032718810258,COMUNA 03,85000
170,5,20,3,-34.58161406776759,-58.40358079700089,COMUNA 14,630000
65,2,5,1,-34.575178155899984,-58.423413361460035,COMUNA 14,240000
40,2,35,1,-34.62834059846368,-58.47242253435739,COMUNA 07,85000
57,3,20,1,-34.56702262341122,-58.43292650523729,COMUNA 14,142000
135,4,10,1,-34.58257684922936,-58.44577928453374,COMUNA 13,300000
135,4,10,1,-34.58257684922936,-58.44577928453374,COMUNA 13,300000
52,2,5,1,-34.5944997635855,-58.39820952517377,COMUNA 02,175000
65,3,40,1,-34.59944421696238,-58.38819559803586,COMUNA 01,136000
45,3,40,1,-34.58145683964252,-58.409859436676534,COMUNA 14,169000
64,3,50,2,-34.590915567302844,-58.41631542630204,COMUNA 14,147000
42,2,8,1,-34.62157678078777,-58.423597871094245,COMUNA 05,110000
63,3,70,1,-34.59930025107652,-58.38536078081851,COMUNA 01,180000
40,2,45,1,-34.60634931898529,-58.40208832058397,COMUNA 03,74000
70,3,12,2,-34.60331627576958,-58.41305890098404,COMUNA 05,158000
219,6,20,4,-34.563291765760425,-58.45138740639225,COMUNA 13,750000
39,1,2,1,-34.59207369869836,-58.42655190500101,COMUNA 14,115000
35,1,2,1,-34.58307402077982,-58.44483865285844,COMUNA 15,90000
182,3,2,2,-34.586123811877265,-58.43007402771891,COMUNA 14,348000
25,2,60,1,-34.592511388959096,-58.40417484359416,COMUNA 02,77000
21,2,40,1,-34.59266925361845,-58.39492236568612,COMUNA 02,69000
145,4,10,2,-34.58528997067466,-58.418673520384466,COMUNA 14,500000
54,3,40,1,-34.61721349733077,-58.4286810762193,COMUNA 05,120000
120,4,4,2,-34.54744395409254,-58.458643798468884,COMUNA 13,340000
31,2,2,1,-34.552171520301435,-58.459031270672895,COMUNA 13,88000
31,2,2,1,-34.552171520301435,-58.459031270672895,COMUNA 13,88000
30,2,50,1,-34.588477085838264,-58.39861879914381,COMUNA 02,89000
73,4,20,2,-34.581078051866186,-58.449433041766184,COMUNA 13,180000
50,3,20,1,-34.618605692150744,-58.38286935508192,COMUNA 01,75000
73,4,20,2,-34.581078051866186,-58.449433041766184,COMUNA 13,180000
45,2,3,1,-34.594593887426505,-58.442045662431745,COMUNA 15,107000
40,2,20,1,-34.5577887829447,-58.451884317467254,COMUNA 13,127000
41,1,2,1,-34.618721487611225,-58.40344577873024,COMUNA 03,77000
65,2,2,1,-34.62525260545126,-58.36638114359459,COMUNA 04,180000
60,3,10,1,-34.68491929893829,-58.46828744972042,COMUNA 08,65000
70,3,20,1,-34.613123762749204,-58.381739477895266,COMUNA 01,149000
37,2,20,1,-34.6143361118654,-58.41593362173679,COMUNA 05,82000
38,2,20,1,-34.61409152857649,-58.380379932457764,COMUNA 01,68000
39,2,20,1,-34.609974543480725,-58.38608081384083,COMUNA 01,80000
37,2,20,1,-34.6143361118654,-58.41593362173679,COMUNA 05,82000
73,3,44,1,-34.63109925496881,-58.48602933264921,COMUNA 10,100000
80,3,2,2,-34.62142025816427,-58.460447417907346,COMUNA 07,210000
67,2,10,1,-34.58172946151855,-58.49910353981606,COMUNA 12,118000
53,3,30,1,-34.604096723168034,-58.41458446491726,COMUNA 05,121000
72,3,50,1,-34.600205288827404,-58.378248924046574,COMUNA 01,161000
60,3,11,2,-34.60331627576958,-58.41305890098404,COMUNA 05,163000
53,3,30,1,-34.604096723168034,-58.41458446491726,COMUNA 05,121000
53,3,30,1,-34.604096723168034,-58.41458446491726,COMUNA 05,121000
161,5,40,4,-34.59161351558804,-58.401175575300805,COMUNA 02,400000
120,3,10,2,-34.580431210222514,-58.408545815506194,COMUNA 14,740000
70,3,30,2,-34.56305427515129,-58.44869753062694,COMUNA 13,172000
15,4,45,1,-34.60222031536346,-58.39687894139119,COMUNA 03,120000
33,2,5,1,-34.604890040797116,-58.415762818085014,COMUNA 05,91000
40,2,30,1,-34.56610562276247,-58.4521646745517,COMUNA 13,109000
66,3,45,1,-34.61732451227274,-58.37430764414235,COMUNA 01,110000
220,4,40,2,-34.610619614295075,-58.42756781909296,COMUNA 05,320000
70,3,20,1,-34.60400154198873,-58.38516955299644,COMUNA 01,125000
60,2,10,1,-34.59768632345841,-58.37825480102614,COMUNA 01,87000
75,3,5,2,-34.60420834440572,-58.413072679874325,COMUNA 03,149000
35,2,30,1,-34.556034558209035,-58.45905000614251,COMUNA 13,79000
91,3,40,1,-34.60326458243727,-58.42085910342097,COMUNA 05,198000
38,2,6,1,-34.578579470803774,-58.48935809861891,COMUNA 12,92900
49,2,40,1,-34.5872873420469,-58.40755328500443,COMUNA 02,155000
90,3,40,1,-34.56472461836412,-58.441246033473156,COMUNA 14,240000
40,2,45,1,-34.60311641602877,-58.413243462452755,COMUNA 05,73000
55,2,7,1,-34.57397942467978,-58.436911912617894,COMUNA 14,145000
93,3,40,2,-34.56196567268308,-58.44924590987366,COMUNA 13,258000
65,1,5,1,-34.56409860527989,-58.464846868668005,COMUNA 13,179000
88,4,20,2,-34.55015161752366,-58.47013613571929,COMUNA 13,165000
100,3,10,3,-34.54487214484133,-58.4598191608537,COMUNA 13,298000
50,2,20,1,-34.59678053864763,-58.38150673081358,COMUNA 01,125000
65,3,14,1,-34.549148240744536,-58.471418866445816,COMUNA 12,160000
117,3,10,2,-34.62031443759582,-58.365451445376934,COMUNA 01,520000
77,3,60,1,-34.628550225641824,-58.38698240241689,COMUNA 01,89000
45,2,20,1,-34.59111953068241,-58.39463630455875,COMUNA 02,139000
85,3,20,2,-34.59295025194356,-58.41192498321846,COMUNA 02,235000
85,3,20,2,-34.59295025194356,-58.41192498321846,COMUNA 02,235000
52,3,40,1,-34.6231016308415,-58.43443388485258,COMUNA 06,120000
110,3,20,4,-34.59553563632993,-58.38260255741636,COMUNA 01,320000
52,2,2,1,-34.553970827775856,-58.4594440656621,COMUNA 13,140000
40,2,3,1,-34.61745690970189,-58.36205794824369,COMUNA 01,195000
80,2,10,1,-34.538214097677674,-58.46692250666973,COMUNA 13,178000
60,3,15,1,-34.563933539504504,-58.45998598363265,COMUNA 13,158000
29,1,10,1,-34.60053296016015,-58.41622192079047,COMUNA 05,74000
76,3,40,1,-34.62038715327844,-58.43512207286655,COMUNA 06,170000
62,3,30,1,-34.59366906351701,-58.4425251699998,COMUNA 15,127000
20,1,70,1,-34.606439516809246,-58.385022723342274,COMUNA 01,45000
75,3,35,2,-34.58952850848649,-58.40950812366778,COMUNA 02,189000
